address,is24qa_bezugsfrei_ab,is24qa_etage,is24qa_flaeche,is24qa_kaltmiete,is24qa_nebenkosten,is24qa_zi,lat,lng,url,zip_region_country
"Nantesstraße 78,",01.03.2020,4 von 4,"71,63 m²",960 €,,2,"52.60494856073859,",13.418108560596085,https://www.immobilienscout24.de/expose/114253012,13127 Berlin
"Nantesstraße 76,",01.03.2020,,"80,08 m²",980 €,,3,"52.60481517696928,",13.418308388025565,https://www.immobilienscout24.de/expose/114252656,13127 Berlin
"Nantesstraße 78,",01.03.2020,2 von 4,"46,12 m²",650 €,,2,"52.60494856073859,",13.418108560596085,https://www.immobilienscout24.de/expose/114252989,13127 Berlin
"Bevernstr. 4,",sofort,5 von 5,"81,92 m²","1.638,20 €",,3,"52.50164210898235,",13.4418291354753,https://www.immobilienscout24.de/expose/114253488,10997 Berlin
"Bevernstr. 4,",sofort,5 von 5,"108,15 m²","2.054,85 €",,3,"52.50164210898235,",13.4418291354753,https://www.immobilienscout24.de/expose/114253551,10997 Berlin
"Köpenicker Str. 1a,",sofort,5 von 5,"82,8 m²","1.655,20 €",,3,"52.50160246584209,",13.441616703005655,https://www.immobilienscout24.de/expose/114253653,10997 Berlin
"Flemmingstr. 35,",15.12.2019,2 von 3,"69,7 m²",779 €,,3,"52.4456090540715,",13.568557715144458,https://www.immobilienscout24.de/expose/114352324,12555 Berlin
"Steglitzer Damm 40,",sofort,4 von 4,122 m²,1.342 €,,5,"52.45038601881895,",13.342139842053912,https://www.immobilienscout24.de/expose/114354447,12169 Berlin
"Flanaganstraße 17a,",Sofort,2 von 5,102 m²,1.250 €,,3,"52.45844773514006,",13.26983860162416,https://www.immobilienscout24.de/expose/114358711,14195 Berlin
"Angerburger Allee 41,",sofort,5,68 m²,690 €,,2,"52.509676655768594,",13.222457848143284,https://www.immobilienscout24.de/expose/113928538,14055 Berlin
"Soldiner Str. 35,",sofort,1 von 5,"105,17 m²",1.315 €,,3,"52.559916142816995,",13.382868771958345,https://www.immobilienscout24.de/expose/114149149,13359 Berlin
"Angerburger Allee 53,",sofort,4,84 m²,820 €,,"2,5","52.509207160154084,",13.221227743112491,https://www.immobilienscout24.de/expose/113927796,14055 Berlin
"Wegelystraße 6a,",01.12.2019,1 von 5,"62,18 m²",1.240 €,,2,"52.51574009385293,",13.333338972928416,https://www.immobilienscout24.de/expose/113926858,10587 Berlin
"Stallschreiber Straße 28,",Nov. 2019,1 von 5,"78,5 m²",1.500 €,,3,"52.50738298721364,",13.406134604872017,https://www.immobilienscout24.de/expose/113863222,10179 Berlin
"Angerburger Allee 37,",sofort,1,86 m²,860 €,,3,"52.509627549942856,",13.222588996805227,https://www.immobilienscout24.de/expose/113915714,14055 Berlin
"Fasanenstrasse 65,",16.09.2019,2 von 5,"202,43 m²","4.959,54 €",,6,"52.49982691823171,",13.327428522597591,https://www.immobilienscout24.de/expose/113926093,10719 Berlin
"Angerburger Allee 37,",sofort,6,77 m²,750 €,,2,"52.509627549942856,",13.222588996805227,https://www.immobilienscout24.de/expose/113929199,14055 Berlin
"Katharinenstraße 14,",01.11.2019,2 von 6,95 m²,1.800 €,,3,"52.50084376307167,",13.293026052385681,https://www.immobilienscout24.de/expose/114035856,10711 Berlin
,,,200 m²,5.000 €,,"4,5",,,https://www.immobilienscout24.de/expose/114031951,10787 Berlin
,umgehend,5 von 5,103 m²,1.750 €,,3,,,https://www.immobilienscout24.de/expose/114135846,10555 Berlin
"Angerburger Allee 53,",sofort,7,84 m²,850 €,,"2,5","52.509207160154084,",13.221227743112491,https://www.immobilienscout24.de/expose/113930063,14055 Berlin
"Am Forstacker 29,",sofort,4,"59,5 m²","392,70 €",,"1,1","52.564999814473715,",13.20052557589983,https://www.immobilienscout24.de/expose/113998685,13587 Berlin
"Handjerystraße 17,",nach Vereinbarung,,"121,54 m²","1.944,64 €",,5,"52.4746044044071,",13.33247154058246,https://www.immobilienscout24.de/expose/114039555,12159 Berlin
"Köthener Strasse 6,",15.11.2019,4 von 8,144 m²,1.760 €,,3,"52.505903019372624,",13.376328095157907,https://www.immobilienscout24.de/expose/114141022,10963 Berlin
"Tauroggener Straße 35 A,",01.01.2020,,"93,67 m²",1.435 €,,3,"52.52599475020013,",13.302005916534192,https://www.immobilienscout24.de/expose/114144140,10589 Berlin
"Tauroggener Straße 35B,",01.01.2020,,"102,49 m²",1.465 €,,3,"52.525995154760544,",13.301990980275606,https://www.immobilienscout24.de/expose/114144154,10589 Berlin
"Tauroggener Straße 35 A,",01.01.2020,3 von 4,"85,67 m²",1.490 €,,3,"52.52599475020013,",13.302005916534192,https://www.immobilienscout24.de/expose/114143994,10589 Berlin
"Berliner Allee 253,",sofort,3 von 4,"111,3 m²",1.224 €,,3,"52.56042539841704,",13.466829635048995,https://www.immobilienscout24.de/expose/114149106,13088 Berlin
"Bellevuestr. 1,",sofort,10 von 11,"139,2 m²","2.646,13 €",,3,"52.5100942014552,",13.374306086769275,https://www.immobilienscout24.de/expose/114147791,10785 Berlin
"Haltrichweg 4,",sofort,1,18 m²,450 €,,1,"52.46198895837369,",13.12600613973289,https://www.immobilienscout24.de/expose/113850956,14089 Berlin
"Eichborndamm 41b,",sofort,1 von 3,72 m²,669 €,,2,"52.57198762539379,",13.313178240624127,https://www.immobilienscout24.de/expose/113392162,13403 Berlin
"Alte Jakobstr. 49,",01.10.2019,1 von 7,85 m²,1.750 €,,3,"52.50875699029375,",13.405639327082335,https://www.immobilienscout24.de/expose/113325807,10179 Berlin
"Bochumer Straße 16,",Ab Sofort,2 von 4,"77,27 m²",1.159 €,,2,"52.522840009692075,",13.338739383217856,https://www.immobilienscout24.de/expose/112971789,10555 Berlin
"Wilhelm-Hoff-Straße 23,",01.11.2019,3 von 3,80 m²,"873,94 €",,3,"52.43379907618865,",13.526775804252752,https://www.immobilienscout24.de/expose/113288487,12489 Berlin
"Kaiserin-Augusta-Allee 40,",Sofort,3 von 4,108 m²,1.299 €,,3,"52.526087346474995,",13.31070777938627,https://www.immobilienscout24.de/expose/113289908,10589 Berlin
"Genthiner Str. 46,",06.09.2019,2,"75,39 m²",1.282 €,,2,"52.50181712509181,",13.358029185240678,https://www.immobilienscout24.de/expose/113392099,10785 Berlin
"Brandenburgische Straße 53,",,2,90 m²,1.620 €,,3,"52.4937913749803,",13.309398633782845,https://www.immobilienscout24.de/expose/113186312,10707 Berlin
,,4,68 m²,1.100 €,,2,,,https://www.immobilienscout24.de/expose/113502302,10245 Berlin
"Köpenicker Straße 126,",Sofort,0 von 0,80 m²,1.500 €,,"2,5","52.508615803017555,",13.423058300388053,https://www.immobilienscout24.de/expose/113503247,10179 Berlin
,sofort,0 von 5,"76,57 m²",1.150 €,,2,,,https://www.immobilienscout24.de/expose/113399223,12163 Berlin
"Genthiner Str. 46,",06.09.2019,4,"57,84 m²",1.215 €,,2,"52.50181712509181,",13.358029185240678,https://www.immobilienscout24.de/expose/113395629,10785 Berlin
,sofort,2 von 5,"72,95 m²",1.000 €,,2,,,https://www.immobilienscout24.de/expose/113399598,13359 Berlin
,sofort,0 von 2,"77,3 m²",1.150 €,,3,,,https://www.immobilienscout24.de/expose/113398734,13409 Berlin
"Genthiner Str. 42,",,4,52 m²,1.010 €,,2,"52.502148838436156,",13.35824819330264,https://www.immobilienscout24.de/expose/113503322,10785 Berlin
"Genthiner Str. 42,",,3,46 m²,1.050 €,,2,"52.502148838436156,",13.35824819330264,https://www.immobilienscout24.de/expose/113721156,10785 Berlin
"Stallschreiber Str. 24,",01.11.2019,3 von 5,"89,79 m²",1.629 €,,3,"52.50715517835199,",13.406446631331601,https://www.immobilienscout24.de/expose/113725802,10179 Berlin
,,3 von 5,285 m²,3.800 €,,8,,,https://www.immobilienscout24.de/expose/113834236,10715 Berlin / Wilmersdorf
"Brüsseler Straße 27,",,3,"70,5 m²",1.400 €,,2,"52.545511659602944,",13.346817493638314,https://www.immobilienscout24.de/expose/113504013,13353 Berlin
"Flanaganstraße 17a,",Sofort,2,102 m²,1.250 €,,3,"52.45844773514006,",13.26983860162416,https://www.immobilienscout24.de/expose/113765840,14195 Berlin
"Wexstraße 15,",24.09.2019,,24 m²,800 €,,1,"52.47886699870678,",13.33581938182056,https://www.immobilienscout24.de/expose/110150050,10715 Berlin
"Tile-Wardenberg-Str. 12,",ab sofort,1 von 5,143 m²,1.573 €,,"4,5","52.51838271589373,",13.33450580655023,https://www.immobilienscout24.de/expose/109797592,10555 Berlin
"Chausseestr. 37 C 1,",23.10.2018,,"56,7 m²",1.650 €,,2,"52.52751397475473,",13.38769557056887,https://www.immobilienscout24.de/expose/108763955,10115 Berlin
"Else-Lasker-Schüler-Str. 2,",,3 von 8,"56,17 m²",1.525 €,,2,"52.500568141765044,",13.357308524945152,https://www.immobilienscout24.de/expose/108757661,10783 Berlin
"Teltower Damm 199,",sofort,0 von 2,"37,58 m²","486,29 €",,1,"52.41598858025303,",13.26757613573232,https://www.immobilienscout24.de/expose/109635166,14167 Berlin
"Fürbringerstr. 29,",sofort,3 von 4,54 m²,749 €,,1,"52.49346357352645,",13.395607852101064,https://www.immobilienscout24.de/expose/110130121,10961 Berlin
"Rykestraße 50,",Sofort,2,"41,23 m²",1.134 €,,2,"52.53563887644517,",13.419065636780209,https://www.immobilienscout24.de/expose/110330602,10405 Berlin
"Derfflingerstraße 21 a,",sofort,2,121 m²,2.200 €,,4,"52.50324212450668,",13.356668694910235,https://www.immobilienscout24.de/expose/112844530,10785 Berlin
"Maybachufer 37,",11/19,4 von 5,107 m²,"2.124,50 €",,3,"52.49207443045096,",13.432145019575824,https://www.immobilienscout24.de/expose/110647674,12047 Berlin
"Rykestraße 50,",Sofort,4,"49,31 m²",1.357 €,,2,"52.53563887644517,",13.419065636780209,https://www.immobilienscout24.de/expose/110442410,10405 Berlin
"Schleusinger Str. 14,",01.05.2019,2 von 3,"59,65 m²","546,99 €",,2,"52.55829196373135,",13.565238930646306,https://www.immobilienscout24.de/expose/110257224,12687 Berlin
"Maybachufer 38,",11/19,1 von 6,153 m²,2.830 €,,4,"52.49177227180845,",13.432825083029138,https://www.immobilienscout24.de/expose/110648158,12047 Berlin
"Nansenstr 23,",11/19,2 von 5,116 m²,2.193 €,,3,"52.4913690757963,",13.43255529740469,https://www.immobilienscout24.de/expose/110647930,12047 Berlin
"Jülicherstraße 16-17,",01.05.2019,1,20 m²,800 €,,1,"52.55164520924514,",13.391775490787143,https://www.immobilienscout24.de/expose/110924890,13357 Berlin
"Rykestraße 50,",Sofort,2,"46,57 m²",1.281 €,,2,"52.53563887644517,",13.419065636780209,https://www.immobilienscout24.de/expose/110996066,10405 Berlin
,sofort,2 von 4,"73,94 m²",880 €,,2,,,https://www.immobilienscout24.de/expose/111242200,12459 Berlin
,ab sofort,1,130 m²,1.998 €,,3,,,https://www.immobilienscout24.de/expose/111436587,10179 Berlin-Mitte
"Sterndamm 66,",01.12.2019,1 von 4,"87,88 m²","1.010,62 €",,3,"52.44721153149427,",13.505897513496825,https://www.immobilienscout24.de/expose/111556568,12487 Berlin
"Mariendorfer Damm 430,",16.10.2019,3,"65,25 m²",674 €,,2,"52.41645147817917,",13.399217010638582,https://www.immobilienscout24.de/expose/111833655,12107 Berlin
"Lietzenburger Str. 107,",sofort,5 von 6,"160,94 m²",2.549 €,,4,"52.49940370453408,",13.316837754728743,https://www.immobilienscout24.de/expose/111282602,10707 Berlin
"Nansenstraße 23,",11/19,1 von 5,119 m²,2.142 €,,3,"52.4913690757963,",13.43255529740469,https://www.immobilienscout24.de/expose/108165459,12047 Berlin
"Sophienstraße 26,",sofort,1 von 4,60 m²,780 €,,2,"52.5060587633154,",13.49639664778123,https://www.immobilienscout24.de/expose/114013644,10317 Berlin
"Stettiner Straße 24,",sofort,5 von 5,"86,26 m²","759,09 €",,2,"52.554328170933076,",13.388516863806057,https://www.immobilienscout24.de/expose/114436762,13357 Berlin
"Wittstocker Straße 23,",sofort,5 von 5,94 m²,"847,88 €",,3,"52.530818326589035,",13.327038439797676,https://www.immobilienscout24.de/expose/114439220,10553 Berlin
"Afrikanische Str. 4,",11.11.2019,3 von 7,"83,93 m²",780 €,,3,"52.54699926866577,",13.343498508046688,https://www.immobilienscout24.de/expose/114183079,13351 Berlin
"Hochbergplatz 6,",01.10.2019,0 von 2,"37,83 m²","387,38 €",,1,"52.42696673680345,",13.318615058788545,https://www.immobilienscout24.de/expose/60925812,12207 Berlin
"Ostpreußendamm 158 B,",01.11.2019,2 von 2,"30,38 m²","325,98 €",,1,"52.431006280586914,",13.317774993217489,https://www.immobilienscout24.de/expose/61248707,12207 Berlin
"Hochbergplatz 6,",01.10.2019,2 von 2,"37,58 m²","387,45 €",,1,"52.42696673680345,",13.318615058788545,https://www.immobilienscout24.de/expose/68354089,12207 Berlin
"Kottbusser Damm 29,",sofort,0 von 4,"57,3 m²","802,20 €",,2,,,https://www.immobilienscout24.de/expose/67775755,10967 Berlin
"Melanchthonstr. 17,",01.10.2019,2 von 5,"64,9 m²","1.103,30 €",,2,"52.52121808780174,",13.35193841746418,https://www.immobilienscout24.de/expose/67248651,10557 Berlin
"Uhlandstraße 29,",nach Vereinbarung,4 von 4,"172,55 m²","2.760,80 €",,4,"52.50192975973719,",13.32496507821358,https://www.immobilienscout24.de/expose/87098554,10719 Berlin
"Melanchthonstr. 18,",01.11.2019,3 von 6,"64,9 m²","1.103,30 €",,2,"52.52119165456019,",13.352235755538773,https://www.immobilienscout24.de/expose/67248645,10557 Berlin
,2016-05-01,3 von 4,99 m²,2.500 €,,3,,,https://www.immobilienscout24.de/expose/93245809,10696 Berlin
"Gabriele-Tergit-Promende 15,",Sofort,1 von 8,"238,88 m²",2.780 €,,5,"52.50606904145664,",13.375607419325203,https://www.immobilienscout24.de/expose/98419467,10963 Berlin
"Löwenberger Straße 2-4,",sofort,8 von 10,50 m²,529 €,,2,"52.51085531097411,",13.508018201766776,https://www.immobilienscout24.de/expose/99744943,10315 Berlin
"Maybachufer 38,",11/19,2 von 5,189 m²,"3.496,50 €",,5,"52.49177227180845,",13.432825083029138,https://www.immobilienscout24.de/expose/108130307,12047 Berlin
"Tillmannsweg 11,",01.10.2019,0 von 3,"165,03 m²","2.475,45 €",,5,"52.42610499775972,",13.184205332545213,https://www.immobilienscout24.de/expose/107177594,14109 Berlin
"Tillmannsweg 11,",01.10.2019,3 von 2,"139,06 m²","2.085,90 €",,4,"52.42610499775972,",13.184205332545213,https://www.immobilienscout24.de/expose/107683377,14109 Berlin
"Löwenberger Str. 2-4,",sofort,,26 m²,399 €,,1,"52.51085531097411,",13.508018201766776,https://www.immobilienscout24.de/expose/106971024,10315 Berlin
"Löwenberger Str. 2-4,",sofort,,26 m²,359 €,,1,"52.51085531097411,",13.508018201766776,https://www.immobilienscout24.de/expose/106972176,10315 Berlin
,ab 11/ 2019,5 von 6,113 m²,2.034 €,,3,,,https://www.immobilienscout24.de/expose/110461819,10439 Berlin
"Flottwellstr. 44,",01.05.2019,6 von 7,"112,44 m²","1.686,60 €",,3,"52.50274139200635,",13.372487782393895,https://www.immobilienscout24.de/expose/85029910,10785 Berlin
"Joseph-Haydn Straße 1,",,5 von 5,230 m²,4.350 €,,3,"52.51490588144694,",13.337137959452026,https://www.immobilienscout24.de/expose/112391851,10577 Berlin
"Einbecker Straße 74A,",nach Vereinbarung,3 von 4,"53,6 m²",820 €,,2,"52.50790532207181,",13.50774519865386,https://www.immobilienscout24.de/expose/114142133,10315 Berlin
"Sybelstr. 35,",,0 von 6,"173,79 m²",2.780 €,,5,"52.501674718381175,",13.297065088379753,https://www.immobilienscout24.de/expose/114309738,10629 Berlin
"Sybelstr. 35,",sofort,2 von 6,"169,53 m²",2.700 €,,5,"52.501674718381175,",13.297065088379753,https://www.immobilienscout24.de/expose/114310169,10629 Berlin
"Rykestr. 50,",nach Vereinbarung,0 von 0,"49,9 m²",1.198 €,,2,"52.53563887644517,",13.419065636780209,https://www.immobilienscout24.de/expose/111569014,10405 Berlin
"Leuthener Str. 2,",15.10.2019,3 von 4,92 m²,1.690 €,,3,"52.481227697096294,",13.359526319920665,https://www.immobilienscout24.de/expose/113999491,10829 Berlin
"Schulzendorfer Str. 26,",,2 von 6,48 m²,816 €,,2,"52.540318490971494,",13.371315831933336,https://www.immobilienscout24.de/expose/113297045,13347 Berlin
"Fidicinstr. 34,",nach Vereinbarung,4 von 4,"52,99 m²",1.272 €,,2,"52.48713780786691,",13.390678398262466,https://www.immobilienscout24.de/expose/108956594,10965 Berlin
"Fidicinstr. 33,",nach Vereinbarung,4 von 4,"46,02 m²","1.104,50 €",,2,"52.487104662493884,",13.390885274068069,https://www.immobilienscout24.de/expose/111507109,10965 Berlin
"Konrad-Wolf-Straße 83,",01.11.2019,,"109,08 m²","1.428,95 €",,3,"52.54879744504755,",13.501595457559885,https://www.immobilienscout24.de/expose/114342801,13055 Berlin
"Turmstraße 49,",,4 von 0,"134,15 m²",1.376 €,,3,"52.52740949401627,",13.332535455183043,https://www.immobilienscout24.de/expose/114297724,10551 Berlin
"Fidicinstr. 34,",,4 von 4,"44,4 m²","1.154,50 €",,2,"52.48713780786691,",13.390678398262466,https://www.immobilienscout24.de/expose/110825096,10965 Berlin
"Fasanenstr. 42,",nach Vereinbarung,4 von 6,"80,84 m²","1.455,50 €",,3,"52.49763887211825,",13.326325818851977,https://www.immobilienscout24.de/expose/83506238,10719 Berlin
"Reinickendorfer Str. 2,",nach Vereinbarung,4 von 6,"50,79 m²",863 €,,2,"52.540572682097306,",13.370705947013564,https://www.immobilienscout24.de/expose/105016585,13347 Berlin
,sofort,2 von 4,75 m²,1.200 €,,3,,,https://www.immobilienscout24.de/expose/114347653,13587 Berlin
"Schöneberger Ufer 59,",nach Vereinbarung,2 von 5,"94,65 m²",1.514 €,,3,"52.50542733552853,",13.365806045745396,https://www.immobilienscout24.de/expose/105136454,10785 Berlin
"Brucknerstr. 11,",01.03.2020,1 von 2,48 m²,727 €,,2,"52.44316992679855,",13.339308464641897,https://www.immobilienscout24.de/expose/114253979,12247 Berlin
"Tempelhofer Damm 190,",nach Vereinbarung,1 von 4,"73,12 m²",1.097 €,,3,"52.45979490798329,",13.38419849311032,https://www.immobilienscout24.de/expose/103140646,12099 Berlin
"Philipp-Jacob-Rauch-Straße 1,",nach Vereinbarung,3 von 3,"60,3 m²",568 €,,2,"52.41421724406879,",13.65348944806101,https://www.immobilienscout24.de/expose/80826692,12559 Berlin
,01.12.2019/VB,5 von 5,107 m²,1.495 €,,4,,,https://www.immobilienscout24.de/expose/114457561,12683 Berlin
"Belziger Straße 64,",sofort,4 von 5,"29,16 m²",720 €,,1,"52.48536953941796,",13.34701832449971,https://www.immobilienscout24.de/expose/108490216,10823 Berlin
"Eugen-Schönhaar-Straße 26,",sofort,2 von 4,"53,89 m²",1.050 €,,2,"52.537402003403,",13.438495750180495,https://www.immobilienscout24.de/expose/114323403,10407 Berlin
"Burgemeister Straße 84,",sofort,3 von 12,"88,2 m²",760 €,,3,"52.45644324199223,",13.384576397849825,https://www.immobilienscout24.de/expose/113609537,12099 Berlin
"Petersburger Straße 39,",sofort,4,"95,79 m²","1.032,62 €",,3,"52.522951791577384,",13.450435523763403,https://www.immobilienscout24.de/expose/114316895,10249 Berlin
"Belziger Straße 64,",sofort,,"33,5 m²",720 €,,1,"52.48536953941796,",13.34701832449971,https://www.immobilienscout24.de/expose/113451486,10823 Berlin
"Emser Straße 50,",sofort,1 von 5,"35,09 m²","769,88 €",,2,"52.46831848652128,",13.42704592813391,https://www.immobilienscout24.de/expose/114171888,12051 Berlin
"Essener Straße 4A,",sofort,,"36,32 m²","579,30 €",,1,"52.52434375945323,",13.34082553577583,https://www.immobilienscout24.de/expose/114323557,10555 Berlin
"Altmarkstraße 15a,",sofort,1 von 5,"47,14 m²",780 €,,1,"52.46251868380765,",13.34144849833001,https://www.immobilienscout24.de/expose/113500927,12157 Berlin
"Ostpreußendamm 106 a,",Ab 01.01.2020,2 von 3,"68,86 m²","486,15 €",,"2,5","52.41305627560028,",13.301446958364172,https://www.immobilienscout24.de/expose/61982337,12207 Berlin-Lichterfelde
